tweets,target
"This is between right and wrong, Democracy will follow""  ~ Robert DeNiro",0
Well said DeNiro...we love you!,1
"I totally disagree with Robert De Niro. As a Canadian, currently living under a corrupt leftist government, I find Biden and his policies loathsome. If I  was able to, I'd vote for Trump in a heartbeat.",0
"""Some how he has been allowed into our system"" I think it's called Democracy Robert. What is happening is a threat to Democracy by a coordinated attempt by supporters of the current President attempting to jail his opponent on ""Trumped up"" charges.",0
New York is done... There will never be another 90s era,1
"Taking politics way too serious, only Jesus can save",0
said from an insane man,0
 Love you President Trump,1
The people have spoken And in 6 months the right man will be put in the right position again,1
 @wandahunt9990  guilty,0
 @JohnWarner-lu8rq  Nah. That's your boy Trump's specialty. He calls everyone he hates exactly what he is.,1
"I agree I never asked myself what DeNiro thinks, but there’s nothing wrong in listening to what he has to say.",0
"Thank you!! God, I love this man so much. 
Thank you for using your platform to draw the right kind of attention to this awful truth we face.",1
"The comment section says alot. The fact that you guys are SO GRATEFUL and even care about what an actor says.
Who cares?  Hahaha!!

You americans... wow",1
Always the foll9wers never a leader keeping us separated in anyway possible we need to wake and stand together we the people need to be running for president real people with real problems real povery real wars ,1
Thanks for telling the truth....,1
"Talking in circles... I used to like DeNiro... But this is just name calling. Definitely Pot and Kettle. I remember 3 years ago, De Niro was filing for bankruptcy and now getting paid to do little fluff interviews on garbage tv. I wonder how much he is paid to talk out the side of his face?",0
Wait! He compared Trump to Hitler! I voted for Biden and now spend twice as much money to live than when racist Trump was in office. Something doesn't add up. De Niro stick to acting.,1
"DeNiro is disappointing and dangerous frankly. 
You compare Trump to Hitler? Just horrible!",0
Sort of like saying a fly unleashes on a horse.,1
De Niro you are an actor nothing more and now broke,1
I respected DeNiro before but a whole lot more now. People need to listen to his message...nails it..,1
De Niro .. my favorite actor since the 70s ,1
"Your not wrong. I like the fact where he compared Trump to World War 2 Germany, but didn't list anything Trump did that would make him think like that.",1
"Legal immigrants, not illegal, big difference. Liberals always leave out the ""illegal"" part.",0
Immigrants and illegal immigrants to a country with non existing borders are two very different things,0
"De Niro was never a great brain, an actor may be but brain and De Niro, No Sir.",0
Love this man.,1
Very disappointed on  DeNiro and his poor judgment.,0
"Without Offending Those Who Think Differently. It is my point of view, but seeing a little more depth, without fighting and trying to make everything clear, taking into account the characteristics of each and every one, and taking into account my investigations into the problem that this generates, I , I honestly think that many of you have already lost and are wasting your time reading my comment.....",1
Right on Robert De Niro!,1
"this man De Niro is a true man who will tell it like it is . Here in Europe we laugh and joke about trump , disbelief that he became president , how? well he played a lot of people , knows how to play the public , play on their fears . The media machine and rally's are on full steam but he cant last this uphill task , he is looking extremely tired . The power he needs will bring him down. America wake up and don't make this a comedy . If you do dig your grave then i am sorry,  but there will be no mercy. Trump is still a boy , spoilt rotten ,  we need more De Neros",1
Thanks Steph! Thank you Robert de Nero. - brave heart in the right place!!!,1
robert is getting prettier the older he gets,1
The world went crazy since trump left.trump will be back hopefully,0
I love how he said “ he’s right there out in the open. He’s not hiding it. We can see what he is and how he is”.,1
At least Robert DeNiro didn't get indicted 5 times like Trump LOL!!!!!!!,1
I love the truth you tell!!!! I wish everyone could hear you and would listen to you!! I feel exactly the same as you do!!! He is pure evil!!! And extremely sick!!!,0
 @ivantibormate7086  De Niro will win.,1
sound familiar in 2016? haha,1
He's irrelevant..,0
He's irrelevant...,0
​ @ketanjibrownsfavemolester7592 You imagine you 'know' many things don't you dear.,1
 @71suns They’re also very unoriginal. One-note troll.,0
" @SteveninTune 
Ask him if he cares that Trump
is gonna win, regardless of 
his whining...",1
"How many times does 
this guy get to vote ???....

Answer - mine cancels his out...",1
...but irrelevant...,0
Look at all the Trump supporters crying in the comment section.  They're like children,0
You mean Robert De Zero!,0
"So true, I know lots of people in Australia...they call Trump a clown.",1
"Robert de-Naro
I like your movies..and you have the right to vent your opinions on Donald Trump
But your full of crap..Robert you have so much anger your blind of what's really going on",0
Better than hiding in the shadows of shady dealings wouldn't you say?,1
" @UnhappyCamper-dj2fi  
So you mistakingly thought the New York real estate market was honest and clean? oh well..... maybe you should call out Schumer as well then",1
"Wouldn't it be great if a movie were to be released within the next three months, showing Trump getting elected, and what then happens to the American people and the rest of the world.",1
De niro is an actor.  He tells lies and pretends to be someone else for a living.  Why would his opinion on anything other than possibly anything to do with making movies interest me?,0
"He would be Deadly if he returned. Please REPUBLICANS/  DEMOCRATES don't vote for trump.  FOR THE LOVE OF ALL PEOPLES.  VOTE BLUE. Put love back in our Country,not the HATE that out there. sad.",0
Crazy times could be coming soon!  We learn nothing from the past until we are the victims.,0
Then let us get a better person in there.,1
And trump is a terrible actor for those of you who support him what are you thinking?? ,0
"From Canada, both our countries are a mess.",0
I heard nothing of substance. Just more fearmongering. Talk about a con artist - this mans literally a paid actor ,1
De Niro calling Pres. Trump a bully is rich!  He attacked Trump first and now plays the victim.  GTFOH!,1
"2020 election results among eligible voters:
Biden: 33.9%
no vote: 33.1%
Trump 31%
other: 2%",0
"You mean like peace, recovery of the economy, reduction in fuel prices, jobs and border security?   That's what happened last time.",0
Ah yes I hate not having wars and worldly unrest.,0
"Le titre du film: Trump, le secret de l'ascension d'un monstre.",0
"It doesn't need to make sense, they just want to push the propaganda.",0
